 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
" 4,618.00 "," 9,098.65 "," 7,225.07 "," 8,279.53 ", (0.10), 0.04 , 0.64 , 1.51 , 0.75 , 1.74 , 0.91 , (0.17), 2.76 , 0.88 ," 1,197.53 ", 9.82 , 654.93 , 0.30 , 13.01 , 1.78 , 0.96 , 42.61 , 0.23 , 0.17 , 0.23 , (2.69), 0.54 , 0.25 , 0.37 , 0.34 , 2.45 , 5.33 , 0.54 , 0.03 , -   
" 4,619.00 "," 24,044.47 "," 5,161.43 "," 24,472.67 ", 0.11 , 0.07 , 3.21 , 3.35 , 0.85 , 2.77 , 3.58 , 0.19 , 2.06 , 3.44 ," 3,501.60 ", 1.90 ," 3,921.08 ", 0.43 , 1.69 , 30.39 , 1.34 , -   , 0.08 , -   , 0.08 , 0.01 , 1.02 , 0.43 , 0.63 , 0.69 , 1.74 , 9.41 , 0.33 , 0.00 , 1.00 
" 4,620.00 "," 384,939.62 "," 156,503.46 "," 300,594.10 ", (0.01), 0.07 , 0.22 , 0.34 , 0.19 , 0.48 , 0.25 , (0.07), 0.67 , 0.19 ," 6,510.54 ", 0.86 , (524.34), (0.31), 54.33 , 3.99 , 0.93 , 143.41 , 0.47 , 0.18 , 9.27 , -   , 3.90 , 0.31 , 0.29 , 0.33 , 1.84 , 6.81 , 0.89 , 0.04 , -   
" 4,622.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", (0.48), (0.08), 0.44 , 0.34 , 0.19 , 0.48 , 0.60 , (0.64), 0.67 , 0.47 ," 4,723.16 ", 2.12 ," 2,384.86 ", (0.31), 32.51 , 0.55 , 0.24 , 17.90 , 0.54 , 0.52 , 7.19 , (4.38), (0.84), (0.54), 0.09 , 0.08 , (9.49), (11.93), (0.72), 0.03 , -   
" 4,623.00 "," 274,136.24 "," 160,271.28 "," 163,428.08 ", (0.13), 0.00 , 0.69 , 1.41 , 0.19 , 1.61 , 1.07 , (0.22), 2.03 , 0.86 ," 13,800.12 ", 2.16 ," 9,254.33 ", 0.04 , 7.73 , 0.69 , 0.52 , -   , 0.06 , 0.41 , 1.43 , -   , (0.84), 0.33 , 1.59 , 1.62 , (0.09), 7.67 , 0.36 , -   , -   
" 4,624.00 "," 107,618.23 "," 11,014.41 "," 46,493.66 ", (0.05), 0.01 , 0.60 , 0.47 , 0.35 , 0.98 , 1.08 , (0.19), 0.94 , 0.75 ," 2,152.30 ", 1.24 ," (3,702.26)", (0.26), 188.03 , 0.55 , 0.48 , 70.84 , 0.37 , 0.38 , 6.79 , (0.19), 0.27 , 0.22 , 0.37 , 0.37 , 1.69 , 8.57 , 0.54 , 0.03 , -   
" 4,626.00 "," 12,641.00 ", 32.43 ," 42,135.71 ", 0.43 , 0.02 , 0.44 , 0.77 , 0.90 , 0.93 , 0.63 , 1.52 , 1.06 , 0.56 ," (5,187.73)", 6.99 ," (11,488.66)", (0.04), 107.41 , 81.08 , 2.67 , -   , 0.19 , -   , -   , 5.38 , 0.11 , 0.16 , 0.62 , 0.62 , 1.22 , 10.03 , 1.00 , 0.00 , 1.00 
" 4,627.00 "," 9,995.12 "," 3,523.39 "," 11,110.48 ", 0.08 , (0.03), 0.89 , 1.42 , 0.69 , 1.08 , 0.94 , 0.32 , 0.99 , 0.85 , (279.70), 12.54 ," 3,107.87 ", 0.03 , 14.54 , 5.29 , 0.97 , 42.23 , 0.47 , 0.11 , 0.46 , 5.38 , (0.41), (0.48), (0.25), (0.25), 2.20 , 1.61 , 0.03 , 0.03 , -   
" 4,628.00 "," 5,067.59 ", 32.43 ," 9,879.72 ", 0.06 , 0.02 , 0.28 , 0.64 , 0.34 , 0.84 , 0.54 , 0.09 , 6.10 , 0.53 , 631.93 , 3.06 ," (18,243.22)", (0.05), 15.75 , 1.44 , 0.83 , -   , -   , -   , (0.54), -   , (0.84), 0.41 , 1.18 , 1.39 , 2.66 , 10.19 , 0.69 , 0.00 , -   
" 4,629.00 "," 29,830.22 "," 11,011.34 "," 33,375.62 ", 0.44 , 0.08 , 0.60 , 0.85 , 0.66 , 1.08 , 0.69 , 0.47 , 1.48 , 0.83 ," 3,816.22 ", 2.34 ," 4,070.40 ", 0.20 , 8.28 , 24.47 , 0.86 , -   , -   , -   , (0.54), (2.22), 2.05 , 0.64 , 0.63 , 0.66 , 158.61 , 147.86 , 44.51 , 0.02 , -   
" 4,632.00 "," 74,243.23 "," 49,346.67 "," 32,716.42 ", (0.01), 0.04 , 0.44 , 1.02 , 0.19 , 1.16 , 0.59 , (0.01), 0.97 , 0.56 ," 6,427.67 ", 9.36 ," 7,031.00 ", (0.03), 188.03 , 0.68 , 0.59 , 84.81 , 0.40 , 0.52 , 9.27 , -   , 0.21 , 0.09 , 0.31 , 0.28 , (3.14), (6.52), (0.74), 0.01 , -   
" 4,633.00 "," 48,643.72 "," 10,413.54 "," 94,079.64 ", 0.36 , (0.02), 0.90 , 1.65 , 0.42 , 1.36 , 1.03 , 1.63 , 1.95 , 0.90 ," 1,134.01 ", 4.09 ," (18,243.22)", 0.14 , 6.72 , 2.79 , 0.66 , 55.54 , 0.04 , -   , -   , 1.96 , (0.02), 0.44 , 1.40 , 1.43 , 14.64 , 12.14 , 0.91 , 0.00 , -   
" 4,634.00 "," 17,196.77 "," 10,215.80 "," 14,664.94 ", (0.06), 0.06 , 3.21 , 4.22 , 0.98 , 4.61 , 3.58 , (0.02), 3.48 , 3.44 ," 17,250.21 ", (8.46)," 44,831.25 ", 0.66 , 1.47 , 10.08 , 0.79 , 76.77 , 0.31 , 0.03 , 0.96 , (2.20), 1.41 , 0.50 , 1.20 , 1.21 , 0.37 , 2.19 , (0.00), 0.01 , -   
" 4,635.00 "," 4,372.26 "," 11,211.21 "," 1,612.70 ", 0.11 , 0.07 , 0.85 , 1.29 , 0.41 , 1.71 , 1.19 , 0.28 , 2.86 , 1.12 ," 1,084.81 ", (1.02)," (3,774.24)", 0.23 , 14.01 , 1.93 , 0.43 , -   , -   , 0.03 , -   , (0.18), 4.79 , 6.18 , 4.52 , 3.83 , 2.61 , 3.92 , 2.06 , 0.06 , -   
" 4,637.00 "," 384,939.62 "," 75,248.00 "," 300,594.10 ", 0.81 , 0.07 , 0.51 , 1.41 , 0.64 , 1.19 , 0.45 , 1.65 , 1.12 , 0.29 ," 17,282.07 ", 28.68 ," 5,323.41 ", 0.20 , 46.69 , 79.85 , 1.19 , -   , 0.28 , 0.03 , 0.11 , 0.99 , 2.14 , 0.16 , 0.29 , 0.26 , 5.23 , 17.33 , 1.14 , 0.01 , -   
" 4,638.00 "," 1,640.29 ", 32.43 ," 1,845.98 ", (0.08), 0.01 , 0.88 , 2.53 , 0.97 , 2.10 , 1.15 , 0.09 , 1.94 , 1.18 ," 2,463.13 ", 2.27 ," 7,714.32 ", 0.48 , 23.55 , 52.38 , 1.73 , 39.50 , 0.29 , -   , -   , -   , 1.52 , (0.11), 0.08 , 0.09 , (3.52), (12.54), (0.30), 0.02 , -   
" 4,639.00 "," 3,566.38 ", 334.35 ," 3,860.49 ", 0.09 , 0.05 , 0.46 , 1.22 , 0.83 , 1.11 , 0.49 , 0.15 , 1.44 , 0.50 ," 8,670.50 ", 33.50 ," 3,250.94 ", 0.19 , 9.82 , 74.16 , 1.23 , 45.05 , 0.06 , -   , -   , (0.19), 2.11 , 0.17 , 0.24 , 0.24 , 8.78 , 4.43 , 1.38 , 0.03 , 1.00 
" 4,640.00 "," 11,126.08 "," 8,139.46 "," 13,862.27 ", 0.12 , 0.05 , 2.57 , 2.95 , 0.91 , 2.20 , 2.12 , 0.14 , 7.01 , 1.80 ," 45,147.42 ", 3.42 ," 43,423.85 ", 0.44 , 0.93 , 62.21 , 1.54 , 39.78 , 0.14 , -   , -   , -   , 6.50 , 0.83 , 0.35 , 0.35 , 0.66 , 3.03 , 0.85 , 0.04 , -   
" 4,641.00 "," 73,058.72 "," 50,660.48 "," 97,162.11 ", 0.08 , (0.03), 1.03 , 0.84 , 0.48 , 1.45 , 1.58 , 0.04 , 2.26 , 1.57 ," 3,815.38 ", 3.59 ," 1,703.87 ", 0.19 , 4.04 , 6.44 , 1.30 , -   , 0.18 , -   , 2.75 , -   , 0.26 , 0.10 , 0.22 , 0.24 , 0.77 , 19.24 , 0.81 , 0.00 , -   
" 4,642.00 "," 6,123.47 "," 8,624.12 "," 3,562.16 ", 0.10 , 0.04 , 0.84 , 1.19 , 0.88 , 1.41 , 0.97 , 0.51 , 1.62 , 0.82 , (304.06), 2.27 , 266.19 , 0.22 , 4.36 , 2.54 , 1.16 , -   , 0.06 , -   , -   , -   , 41.60 , 0.75 , 0.77 , 0.78 , 1.20 , 1.99 , 0.03 , 0.05 , -   
" 4,644.00 "," 175,792.60 "," 160,271.28 "," 192,418.70 ", (0.19), 0.02 , 3.21 , 4.22 , 0.98 , 4.61 , 3.58 , (0.51), 4.90 , 3.44 ," 61,458.03 ", 6.60 ," 53,506.47 ", 0.66 , 4.85 , 13.49 , 0.98 , 46.80 , 0.32 , 0.22 , 9.27 , -   , 0.66 , (0.54), (0.25), (0.25), 0.64 , 14.10 , (0.02), 0.00 , -   
" 4,645.00 "," 11,242.01 "," 9,284.46 "," 13,279.92 ", 0.17 , 0.04 , 0.22 , 1.02 , 0.85 , 1.06 , 0.32 , 0.42 , 1.16 , 0.19 ," (5,544.04)", (0.91)," (18,243.22)", 0.05 , 11.95 , 23.78 , 1.35 , -   , 0.07 , -   , -   , 1.94 , 1.29 , 0.30 , 0.72 , 0.80 , 0.37 , 1.21 , (0.44), 0.00 , -   
" 4,646.00 "," 13,593.28 "," 3,610.31 "," 7,333.82 ", 0.01 , 0.01 , 0.93 , 0.93 , 0.26 , 1.04 , 0.94 , (0.00), 1.90 , 0.98 , (356.76), (16.65)," (18,243.22)", (0.05), 22.48 , 4.12 , 0.58 , -   , 0.37 , -   , -   , -   , 7.24 , 0.13 , 0.19 , 0.20 , (1.02), (20.06), (0.40), 0.01 , -   
" 4,647.00 "," 6,752.99 "," 8,360.69 "," 32,713.26 ", 0.06 , 0.09 , 1.48 , 2.07 , 0.96 , 1.73 , 1.26 , 0.09 , 3.51 , 1.31 ," 9,731.47 ", 0.95 ," 4,023.45 ", 0.22 , 3.40 , 12.08 , 1.61 , -   , 0.00 , -   , 5.06 , (4.38), 5.58 , 1.21 , 2.15 , 2.15 , 1.00 , 6.74 , 1.09 , 0.00 , -   
" 4,648.00 "," 22,448.96 "," 22,121.19 "," 12,901.06 ", 0.09 , 0.03 , 1.07 , 1.24 , 0.68 , 1.53 , 1.41 , 0.25 , 4.12 , 1.15 ," 14,761.54 ", 3.02 ," 17,092.33 ", 0.30 , 1.43 , 21.53 , 0.86 , -   , 0.18 , -   , -   , 0.42 , 1.38 , 0.18 , 0.33 , 0.29 , 0.24 , 10.86 , 1.02 , 0.01 , -   
" 4,649.00 "," 46,970.52 "," 14,793.04 "," 69,902.51 ", (2.25), (0.06), 1.48 , 1.13 , 0.68 , 1.33 , 1.70 , (0.64), 1.61 , 1.65 ," 5,382.02 ", 31.64 ," 3,929.50 ", 0.10 , 1.06 , 25.17 , 1.15 , -   , 0.08 , -   , -   , -   , 0.43 , 0.19 , 0.70 , 0.66 , (0.44), (6.41), 0.23 , 0.00 , -   
" 4,650.00 "," 28,297.30 ", 574.37 ," 29,731.15 ", (0.03), (0.08), 0.63 , 0.88 , 0.40 , 0.94 , 0.63 , (0.08), 1.52 , 0.63 ," 9,834.70 ", 1.18 , (211.67), (0.13), 29.57 , 1.77 , 0.69 , -   , 0.35 , 0.11 , 2.27 , -   , 0.05 , (0.07), (0.06), (0.05), 3.94 , 3.99 , 0.33 , 0.02 , -   
" 4,651.00 "," 101,137.61 "," 84,672.13 "," 170,979.04 ", (0.02), 0.07 , 3.21 , 3.97 , 0.77 , 4.61 , 3.58 , 0.17 , 7.01 , 3.44 ," 35,348.51 ", 1.83 ," 36,090.68 ", 0.66 , 0.93 , 1.28 , 1.10 , -   , 0.32 , 0.40 , 0.14 , -   , 0.30 , 1.11 , 1.80 , 1.67 , 1.06 , 3.10 , 0.46 , 0.02 , -   
" 4,652.00 "," 29,860.26 "," 9,281.40 "," 24,612.29 ", (0.02), 0.04 , 1.02 , 0.86 , 0.45 , 0.94 , 1.06 , (0.11), 1.73 , 1.09 ," (7,371.48)", 1.15 ," (18,243.22)", 0.03 , 33.63 , 2.37 , 0.89 , -   , 0.31 , 0.11 , 0.77 , (4.38), 0.12 , 0.75 , 4.94 , 4.46 , (0.25), (12.82), 0.30 , 0.02 , -   
" 4,653.00 "," 178,397.25 "," 96,837.00 "," 149,874.80 ", 0.03 , (0.03), 0.76 , 0.95 , 0.42 , 1.33 , 1.10 , (0.05), 2.38 , 0.85 ," 9,746.21 ", 7.04 ," 4,908.76 ", 0.13 , 6.73 , 2.55 , 1.17 , -   , -   , 0.42 , 0.46 , 0.06 , (0.84), 0.22 , 0.92 , 0.92 , 0.68 , 4.51 , 0.01 , -   , -   
" 4,654.00 "," 23,788.48 "," 15,400.63 "," 13,720.78 ", 0.12 , 0.09 , 0.75 , 1.20 , 0.93 , 1.50 , 0.93 , 0.27 , 2.06 , 0.79 ," 2,518.27 ", 1.74 ," 3,371.43 ", 0.29 , 1.25 , 5.85 , 0.56 , -   , 0.05 , -   , 0.26 , -   , 8.81 , 1.12 , 1.04 , 1.11 , 3.04 , 10.68 , 0.15 , 0.00 , -   
" 4,655.00 "," 51,923.76 "," 70,234.27 "," 67,759.16 ", 0.21 , 0.31 , 1.75 , 1.14 , 0.50 , 1.44 , 2.13 , 0.79 , 0.85 , 2.12 ," 10,964.69 ", 2.41 ," 11,641.44 ", 0.16 , 11.15 , 12.59 , 1.66 , -   , 0.03 , 0.15 , -   , 4.12 , 8.09 , 91.00 , 104.50 , 101.35 , 13.15 , 223.84 , 44.51 , 0.00 , -   
" 4,656.00 "," 37,621.37 "," 4,723.93 "," 65,862.45 ", (0.07), (0.03), 0.76 , 1.07 , 0.96 , 0.88 , 0.76 , (0.30), 0.67 , 0.81 ," 8,618.12 ", 7.80 ," 10,755.56 ", 0.14 , 31.68 , 10.44 , 0.63 , -   , 0.48 , 0.00 , -   , -   , (0.73), (0.34), 0.10 , 0.05 , (0.02), 0.77 , (0.40), 0.04 , -   
" 4,657.00 "," 3,106.38 "," 1,294.08 "," 2,282.87 ", 0.08 , 0.13 , 0.89 , 0.88 , 0.53 , 1.06 , 0.99 , 0.35 , 1.78 , 1.04 ," 3,235.80 ", 6.96 , 620.75 , (0.08), 7.34 , 3.31 , 1.19 , -   , 0.00 , -   , 0.08 , -   , 3.04 , 2.55 , 4.67 , 4.91 , 9.17 , 128.92 , 1.28 , -   , -   
" 4,659.00 "," 73,866.24 "," 22,733.48 "," 213,749.63 ", (0.01), 0.04 , 1.19 , 1.77 , 0.63 , 1.45 , 1.08 , (0.00), 2.76 , 1.20 ," 42,423.88 ", 33.50 ," 8,089.36 ", 0.16 , 26.56 , 3.52 , 1.71 , 186.90 , 0.12 , -   , (0.33), -   , 1.12 , 5.87 , 2.24 , 2.10 , 10.06 , 8.00 , 0.06 , 0.00 , -   
" 4,661.00 "," 46,698.67 "," 14,209.58 "," 149,371.45 ", 0.37 , 0.05 , 1.04 , 1.11 , 0.91 , 1.07 , 0.83 , 0.84 , 1.53 , 1.23 ," 10,670.63 ", 3.50 ," 5,493.95 ", 0.16 , 5.93 , 256.30 , 1.37 , 76.51 , 0.22 , -   , 1.13 , 1.71 , 25.52 , (0.07), 0.06 , 0.02 , 1.79 , 8.20 , 0.31 , 0.00 , -   
" 4,662.00 "," 3,471.84 "," 1,585.31 "," 3,919.19 ", 0.14 , 0.01 , 3.21 , 2.36 , 0.96 , 3.91 , 3.58 , 0.82 , 7.01 , 3.44 , (317.12), (16.98)," (2,727.76)", 0.63 , 1.10 , 256.30 , 1.37 , -   , -   , -   , (0.54), 0.90 , 0.93 , 12.49 , 8.98 , 10.45 , 113.79 , 30.37 , 1.99 , -   , -   
" 4,663.00 "," 80,740.14 "," 21,974.15 "," 68,693.52 ", 0.04 , 0.10 , 3.21 , 4.22 , 0.89 , 4.61 , 3.58 , 0.23 , 3.05 , 3.44 ," 12,702.63 ", 4.66 ," 48,388.67 ", 0.65 , 1.28 , 5.18 , 0.54 , 19.20 , 0.02 , 0.00 , -   , 3.36 , 15.71 , 16.54 , 16.40 , 14.56 , 7.89 , 11.70 , 3.14 , 0.02 , -   
" 4,665.00 "," 209,727.85 "," 160,271.28 "," 300,594.10 ", (0.11), 0.03 , 2.34 , 3.11 , 0.90 , 4.61 , 3.58 , (0.11), 3.48 , 3.44 ," 61,458.03 ", 6.48 ," 53,506.47 ", 0.66 , 1.21 , 256.30 , 0.90 , 18.01 , 0.18 , -   , -   , -   , 14.01 , 0.18 , 0.14 , 0.15 , (0.27), 2.27 , 0.73 , 0.00 , -   
" 4,667.00 "," 49,357.51 "," 53,803.36 "," 20,319.49 ", (0.04), 0.06 , 2.78 , 2.34 , 0.30 , 2.74 , 2.95 , (0.01), 7.01 , 2.52 ," 61,458.03 ", 2.70 ," 43,432.31 ", 0.34 , 0.93 , 1.38 , 0.24 , -   , -   , 0.01 , -   , (1.42), (0.84), 1.16 , 3.32 , 3.48 , 0.05 , 4.04 , (0.03), 0.00 , -   
" 4,668.00 "," 43,777.35 "," 24,936.74 "," 65,358.01 ", 0.18 , 0.21 , 3.21 , 4.22 , 0.97 , 4.61 , 3.58 , 0.65 , 7.01 , 3.44 ," 59,060.84 ", 12.13 ," 53,496.19 ", 0.66 , 3.63 , 256.30 , 1.33 , -   , 0.16 , 0.04 , 0.47 , -   , 14.03 , 46.01 , 15.58 , 17.39 , 1.05 , 4.45 , 0.61 , 0.02 , -   
" 4,669.00 "," 88,756.05 "," 26,105.30 "," 24,615.53 ", 0.10 , 0.06 , 0.71 , 1.19 , 0.25 , 1.28 , 0.81 , 0.47 , 1.52 , 0.70 ," 1,808.13 ", (9.78)," 2,751.47 ", 0.01 , 1.93 , 2.67 , 0.24 , -   , 0.31 , 0.05 , 3.62 , 2.73 , 0.76 , 0.65 , 1.17 , 1.05 , 2.35 , 14.13 , 1.15 , 0.02 , -   
" 4,670.00 "," 69,378.96 "," 17,949.26 "," 62,106.13 ", (0.11), (0.03), 1.45 , 1.99 , 0.61 , 1.66 , 1.18 , (0.15), 3.10 , 1.30 ," 10,789.49 ", (0.74)," 6,935.56 ", 0.33 , 9.11 , 14.29 , 0.96 , -   , 0.20 , 0.30 , -   , (2.87), (0.13), 0.08 , 0.19 , 0.21 , (0.04), 1.15 , 0.10 , 0.01 , -   
" 4,671.00 "," 11,186.90 ", 32.43 ," 6,729.52 ", (0.08), 0.05 , 0.64 , 1.26 , 0.72 , 1.25 , 0.69 , (0.06), 1.32 , 0.59 ," (5,957.43)", 2.92 ," (8,765.95)", 0.16 , 127.60 , 4.05 , 0.93 , 83.49 , 0.38 , -   , (0.54), -   , 1.13 , 0.13 , 0.20 , 0.20 , 1.39 , 4.80 , (0.13), 0.02 , -   
" 4,672.00 "," 1,573.29 ", 32.43 ," 1,612.70 ", 0.00 , (0.08), 0.65 , 0.76 , 0.78 , 0.75 , 0.52 , (0.10), 1.45 , 0.49 ," (8,913.97)", (1.84)," (18,243.22)", (0.02), 19.21 , 61.00 , 0.78 , -   , 0.19 , -   , -   , 0.90 , (0.84), (0.54), (0.25), (0.25), (9.49), (10.30), (1.70), 0.00 , -   
" 4,673.00 "," 246,093.41 "," 62,204.66 "," 213,203.45 ", (0.36), (0.08), 0.13 , 0.34 , 0.19 , 0.48 , 0.25 , (0.64), 0.67 , 0.19 ," (8,913.97)", 3.11 ," (18,243.22)", (0.31), 188.03 , 0.74 , 0.87 , 94.38 , 0.57 , -   , 0.10 , -   , (0.84), (0.54), (0.25), (0.25), (3.54), (3.20), (0.21), 0.03 , -   
" 4,674.00 "," 384,939.62 "," 46,663.51 "," 300,594.10 ", 0.10 , 0.03 , 0.13 , 0.34 , 0.37 , 0.48 , 0.25 , 0.19 , 0.67 , 0.19 ," 1,639.66 ", 5.21 , 633.75 , (0.31), 66.80 , 3.44 , 1.49 , -   , 0.22 , -   , -   , 0.35 , 2.85 , 0.19 , 0.22 , 0.24 , 3.27 , 12.81 , 1.24 , 0.01 , -   
" 4,676.00 "," 22,824.97 "," 13,605.76 "," 45,259.14 ", (0.07), 0.10 , 1.02 , 1.39 , 0.94 , 2.36 , 2.02 , (0.15), 2.29 , 1.41 ," 14,837.95 ", 8.57 ," 24,287.03 ", 0.46 , 1.69 , 42.20 , 1.67 , 13.22 , -   , -   , 2.66 , (4.38), 0.90 , 7.47 , 16.11 , 18.71 , 3.87 , 7.11 , 0.52 , 0.00 , -   
" 4,677.00 "," 105,832.18 "," 25,945.38 "," 207,009.49 ", 0.17 , 0.05 , 1.18 , 1.47 , 0.72 , 1.68 , 1.46 , 0.23 , 1.99 , 1.69 ," 45,147.42 ", (6.13)," 13,755.39 ", 0.30 , 42.98 , 3.56 , 0.54 , 83.54 , 0.50 , 0.52 , 2.01 , 2.59 , (0.18), 0.39 , 1.61 , 1.78 , 5.71 , 14.35 , 6.12 , 0.01 , -   
" 4,678.00 "," 108,001.91 "," 19,053.48 "," 81,043.98 ", 0.47 , 0.03 , 0.78 , 1.37 , 0.68 , 1.28 , 0.86 , 1.35 , 1.52 , 0.89 , 752.93 , (22.90), (793.61), 0.30 , 5.78 , 25.68 , 1.39 , 94.08 , 0.37 , 0.04 , -   , 0.61 , 5.14 , 0.10 , 0.21 , 0.21 , 1.21 , 3.53 , 1.15 , 0.06 , -   
" 4,680.00 "," 207,427.28 "," 34,627.90 "," 300,594.10 ", 0.18 , 0.16 , 0.30 , 0.88 , 0.33 , 1.10 , 0.67 , 0.30 , 1.25 , 0.56 ," 9,338.67 ", 2.40 , 991.29 , (0.03), 8.34 , 2.59 , 0.95 , 123.90 , 0.24 , 0.29 , 7.80 , 2.97 , 5.21 , 6.15 , 13.85 , 18.04 , 31.40 , 84.39 , 7.09 , 0.00 , -   
" 4,681.00 "," 159,599.70 "," 91,205.00 "," 101,912.39 ", (0.00), (0.02), 0.48 , 0.71 , 0.33 , 1.30 , 0.90 , (0.09), 0.99 , 0.77 ," 9,200.27 ", 0.53 ," 16,775.31 ", 0.06 , 11.09 , 2.70 , 0.52 , 19.26 , 0.34 , 0.10 , 3.99 , 0.97 , (0.17), 0.12 , 0.29 , 0.29 , 2.14 , 8.58 , 1.50 , 0.06 , -   
" 4,683.00 "," 11,118.32 "," 1,217.96 "," 27,865.79 ", (0.45), 0.08 , 1.51 , 1.65 , 0.98 , 1.35 , 1.46 , (0.64), 2.67 , 2.45 ," 3,251.54 ", 2.24 ," (2,189.91)", 0.32 , 32.37 , 256.30 , 3.08 , 76.81 , 0.00 , 0.00 , 1.92 , (4.38), 1.58 , 0.49 , 0.69 , 0.71 , (9.49), (20.06), (1.70), 0.00 , -   
" 4,685.00 "," 201,761.17 "," 24,873.08 "," 167,491.78 ", (0.06), (0.08), 0.41 , 0.34 , 0.57 , 0.48 , 0.64 , (0.15), 0.85 , 0.56 ," 3,956.03 ", 0.95 ," 1,565.24 ", (0.31), 16.55 , 50.67 , 1.10 , 75.57 , 0.27 , -   , (0.54), -   , 0.16 , (0.54), (0.25), (0.25), 4.91 , 4.63 , (0.22), 0.01 , -   
" 4,686.00 "," 99,993.12 "," 28,050.40 "," 207,455.03 ", 0.00 , 0.02 , 1.11 , 1.39 , 0.68 , 2.08 , 2.21 , 0.00 , 3.49 , 1.54 ," 8,743.14 ", 2.33 ," 7,956.77 ", 0.35 , 65.75 , 25.82 , 1.35 , 7.07 , -   , 0.03 , -   , -   , (0.14), 0.25 , 0.28 , 0.26 , (3.56), (20.06), (0.24), 0.01 , -   
" 4,688.00 "," 46,098.25 "," 2,228.30 "," 43,187.80 ", 0.06 , 0.04 , 0.21 , 0.34 , 0.19 , 0.48 , 0.43 , 0.10 , 1.24 , 0.30 , 871.32 , (4.79)," (14,981.78)", (0.31), 3.29 , 1.79 , 1.04 , -   , 0.28 , -   , 0.09 , -   , 6.55 , 2.20 , 2.15 , 1.84 , 10.06 , 49.03 , 1.78 , 0.01 , -   
" 4,689.00 "," 14,454.71 "," 4,985.69 "," 10,140.05 ", (0.08), 0.05 , 1.11 , 1.79 , 0.98 , 2.44 , 1.60 , (0.10), 3.03 , 1.58 ," 3,636.26 ", 1.62 ," 3,752.83 ", 0.49 , 4.98 , 5.50 , 0.58 , 137.26 , 0.42 , -   , 0.01 , -   , 9.58 , 0.09 , (0.25), (0.25), 0.14 , (2.37), (1.70), 0.01 , -   
" 4,690.00 "," 12,202.15 "," 12,785.29 "," 30,502.77 ", (0.02), 0.08 , 0.75 , 0.78 , 0.78 , 0.85 , 0.83 , (0.25), 1.01 , 0.78 ," (1,851.63)", 11.10 ," (1,840.06)", 0.14 , 9.00 , 97.04 , 1.87 , 96.90 , 0.43 , -   , -   , (2.13), 4.24 , 0.08 , (0.25), (0.25), (0.22), (20.06), (1.70), 0.03 , -   
" 4,691.00 "," 59,201.80 "," 11,685.45 "," 42,020.68 ", 0.33 , 0.02 , 2.86 , 2.47 , 0.65 , 1.94 , 1.82 , 0.63 , 1.98 , 2.17 ," 9,753.87 ", 2.82 ," 5,397.33 ", 0.35 , 0.93 , 128.94 , 1.14 , -   , -   , 0.00 , -   , 5.38 , 0.17 , 0.96 , 1.79 , 1.71 , 1.28 , 4.68 , 0.75 , 0.01 , -   
" 4,692.00 "," 27,063.25 "," 14,536.80 "," 36,700.88 ", 0.04 , 0.00 , 0.62 , 0.90 , 0.34 , 1.14 , 0.88 , 0.15 , 1.36 , 0.88 ," 1,150.67 ", (1.07)," (11,585.92)", 0.02 , 13.45 , 2.54 , 0.68 , 50.89 , 0.33 , 0.17 , 9.27 , 0.88 , 0.79 , 0.05 , 0.19 , 0.18 , 0.43 , 5.46 , 0.73 , 0.00 , -   
" 4,693.00 "," 12,720.87 ", 964.46 ," 7,532.45 ", 0.08 , 0.01 , 1.81 , 1.92 , 0.44 , 2.21 , 2.22 , 0.09 , 3.03 , 1.69 ," 3,798.67 ", (4.79)," 2,640.02 ", 0.29 , 17.70 , 7.27 , 0.65 , -   , 0.25 , 0.12 , -   , (0.36), 0.97 , (0.00), 0.20 , 0.21 , 6.87 , 15.23 , 1.60 , 0.03 , -   
" 4,694.00 "," 26,690.87 "," 15,752.88 "," 66,315.22 ", 0.00 , 0.05 , 1.52 , 2.07 , 0.45 , 1.74 , 1.62 , 0.08 , 2.30 , 1.41 ," 9,213.01 ", 20.04 ," 7,451.76 ", 0.16 , 108.51 , 1.93 , 0.86 , -   , 0.12 , 0.00 , -   , -   , 0.30 , 0.55 , 3.51 , 3.98 , 34.10 , 15.17 , 1.28 , 0.00 , -   
" 4,696.00 "," 18,664.53 "," 7,780.22 "," 7,700.23 ", 0.06 , 0.04 , 0.51 , 0.74 , 0.19 , 0.95 , 0.74 , 0.33 , 0.83 , 0.75 , 100.79 , 1.80 ," (2,715.14)", (0.31), 6.10 , 2.90 , 0.57 , 0.92 , 0.01 , -   , -   , 2.43 , 6.98 , 0.05 , 0.17 , 0.20 , (9.49), (7.75), (1.70), 0.01 , -   
