 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
" 4,279.00 "," 30,157.13 "," 17,875.29 "," 41,169.03 ", 0.11 , 0.21 , 1.02 , 3.70 , 0.93 , 4.40 , 1.21 , 0.39 , 5.40 , 0.98 ," 40,663.39 ", 4.85 ," 27,585.41 ", 0.66 , 4.14 , 20.34 , 1.57 , -   , -   , -   , 1.01 , -   , 8.23 , 91.00 , 104.50 , 101.35 , 35.87 , 29.29 , 7.05 , 0.00 , -   
" 4,280.00 "," 80,810.34 "," 87,029.92 "," 24,880.98 ", 0.07 , 0.03 , 1.58 , 1.32 , 0.19 , 1.40 , 1.40 , 0.49 , 1.07 , 1.67 ," 2,909.51 ", 33.50 ," 6,641.89 ", 0.09 , 1.47 , 0.55 , 0.52 , -   , 0.36 , 0.08 , 8.01 , 2.15 , 0.23 , 0.43 , 0.80 , 0.83 , 3.86 , 10.38 , 2.15 , 0.02 , -   
" 4,281.00 "," 48,880.11 "," 18,269.84 "," 22,106.49 ", 0.18 , 0.05 , 1.57 , 1.04 , 0.44 , 1.46 , 1.93 , 0.78 , 1.87 , 1.64 ," 7,645.71 ", (0.81)," 7,467.05 ", 0.12 , 8.12 , 0.74 , 0.42 , 47.30 , 0.56 , 0.34 , 9.27 , 1.04 , 2.06 , 0.14 , 0.21 , 0.22 , 12.44 , 38.03 , 1.26 , 0.07 , -   
" 4,282.00 "," 14,608.73 ", 472.23 ," 20,903.19 ", 0.00 , 0.02 , 0.78 , 0.83 , 0.91 , 0.88 , 0.71 , (0.19), 1.14 , 0.65 , 715.49 , (2.94), (182.50), 0.08 , 14.74 , 150.32 , 1.01 , -   , -   , -   , -   , (4.19), 1.34 , 0.20 , 0.20 , 0.21 , 0.39 , 0.27 , (0.04), 0.00 , -   
" 4,283.00 "," 9,503.92 "," 1,261.45 "," 12,994.21 ", 0.13 , (0.08), 0.52 , 0.56 , 0.84 , 0.91 , 0.67 , 0.23 , 1.58 , 0.70 ," 4,579.65 ", 2.45 ," 2,601.44 ", 0.11 , 27.64 , 8.40 , 1.91 , -   , 0.44 , -   , (0.54), 0.53 , (0.84), (0.54), (0.25), (0.25), 2.49 , 8.04 , 0.34 , 0.04 , -   
" 4,284.00 "," 12,990.66 "," 4,909.94 "," 15,810.86 ", (0.13), 0.12 , 0.92 , 1.36 , 0.75 , 1.78 , 1.32 , (0.36), 5.16 , 1.23 ," 22,806.26 ", 11.65 ," 7,202.48 ", 0.35 , 7.47 , 256.30 , 1.42 , 19.07 , 0.02 , 0.08 , 0.27 , -   , 17.06 , 2.35 , 1.40 , 1.50 , 2.26 , 1.13 , 1.38 , 0.00 , -   
" 4,285.00 "," 1,573.29 ", 32.43 ," 2,623.60 ", (0.02), (0.07), 0.47 , 1.23 , 0.97 , 1.37 , 0.60 , (0.18), 1.93 , 0.47 , (317.83), 2.64 , (304.71), 0.26 , 188.03 , 256.30 , 3.04 , -   , 0.18 , -   , -   , -   , 0.20 , (0.54), (0.13), (0.13), 1.22 , 0.16 , 0.06 , 0.00 , -   
" 4,286.00 "," 16,289.22 "," 3,022.80 "," 41,618.71 ", 0.07 , 0.19 , 1.10 , 1.26 , 0.90 , 1.61 , 1.54 , 0.14 , 3.02 , 1.62 ," 23,581.87 ", 4.76 ," 5,775.96 ", 0.23 , 2.32 , 111.70 , 2.35 , -   , -   , -   , -   , -   , 8.81 , 18.38 , 66.21 , 69.04 , 4.95 , 25.35 , 0.20 , -   , -   
" 4,287.00 "," 15,651.70 "," 15,372.98 "," 74,824.92 ", 0.27 , 0.11 , 3.03 , 3.82 , 0.94 , 4.05 , 2.55 , 1.08 , 3.40 , 2.45 ," 46,955.74 ", 33.50 ," 26,823.89 ", 0.66 , 2.78 , 199.92 , 3.08 , 22.96 , 0.08 , -   , -   , 5.38 , 3.10 , 0.19 , 0.18 , 0.19 , 1.02 , 1.06 , (0.70), 0.01 , -   
" 4,288.00 "," 8,643.48 "," 3,591.18 "," 2,218.60 ", 0.24 , 0.05 , 1.75 , 1.95 , 0.72 , 1.66 , 1.49 , 0.38 , 2.17 , 1.54 ," 1,535.87 ", 1.19 , 666.79 , 0.27 , 0.93 , 12.09 , 0.37 , 36.47 , -   , -   , 0.64 , 3.29 , 1.80 , 0.19 , 0.20 , 0.20 , 44.29 , 45.12 , 6.58 , 0.01 , -   
" 4,289.00 "," 44,012.04 "," 15,923.41 "," 135,967.20 ", 0.13 , 0.03 , 0.13 , 0.66 , 0.70 , 0.76 , 0.25 , (0.00), 0.90 , 0.19 ," 14,265.74 ", 20.01 ," 12,488.06 ", (0.18), 47.64 , 24.90 , 1.70 , 181.38 , 0.11 , -   , -   , -   , 0.59 , 0.12 , (0.25), (0.25), 8.88 , 20.83 , 0.61 , 0.01 , -   
" 4,292.00 "," 20,179.97 "," 7,227.56 "," 5,457.66 ", (0.00), (0.08), 0.63 , 0.81 , 0.25 , 1.15 , 0.86 , (0.03), 1.04 , 0.72 ," (8,647.68)", 4.65 ," (3,619.01)", (0.03), 188.03 , 0.55 , 0.74 , 244.58 , 0.57 , 0.52 , 9.25 , -   , (0.84), (0.54), (0.25), (0.25), 1.27 , 3.00 , 0.74 , 0.07 , -   
" 4,293.00 "," 20,683.98 "," 24,870.87 "," 23,470.14 ", (0.07), 0.03 , 3.21 , 4.22 , 0.94 , 4.61 , 3.58 , (0.04), 1.90 , 3.44 ," 61,458.03 ", 26.61 ," 53,506.47 ", 0.66 , 0.93 , 10.66 , 1.10 , 24.52 , 0.30 , 0.37 , 0.84 , 0.09 , 0.37 , 1.07 , 0.95 , 1.18 , 1.84 , 2.78 , 0.20 , 0.01 , -   
" 4,295.00 "," 21,059.27 "," 7,156.74 "," 25,002.75 ", 0.29 , 0.03 , 0.89 , 2.02 , 0.98 , 2.37 , 1.35 , 0.72 , 3.77 , 1.36 ," 24,160.86 ", 2.93 ," 12,011.66 ", 0.43 , 3.87 , 74.43 , 1.64 , -   , 0.07 , -   , 0.55 , (0.02), 3.00 , 0.29 , 0.72 , 0.80 , 19.29 , 25.09 , 10.12 , 0.01 , -   
" 4,296.00 "," 42,501.78 "," 43,592.31 "," 95,820.79 ", 0.56 , 0.07 , 3.21 , 2.61 , 0.95 , 4.61 , 3.58 , 1.12 , 7.01 , 3.44 ," 54,946.58 ", 3.64 ," 53,506.47 ", 0.66 , 0.93 , 121.64 , 2.10 , -   , -   , -   , 0.00 , (1.73), 41.60 , 77.45 , 82.68 , 69.01 , 158.61 , 223.84 , 44.51 , -   , -   
" 4,297.00 "," 5,112.78 ", 32.43 ," 10,962.32 ", (0.02), 0.02 , 1.10 , 1.23 , 0.98 , 1.07 , 0.85 , (0.30), 1.64 , 0.99 ," 13,039.28 ", 1.68 ," 5,003.62 ", 0.26 , 22.76 , 236.40 , 1.82 , 37.37 , 0.54 , 0.20 , -   , (0.34), 10.24 , 0.17 , 0.29 , 0.29 , 6.38 , 4.42 , 0.44 , 0.02 , -   
" 4,298.00 "," 165,636.38 "," 95,835.21 "," 232,021.96 ", (0.19), 0.03 , 2.76 , 2.96 , 0.77 , 2.66 , 1.99 , (0.19), 1.87 , 1.67 ," 12,175.72 ", 6.60 ," 34,737.46 ", 0.44 , 14.10 , 6.42 , 0.75 , -   , 0.55 , -   , 0.37 , (1.37), 0.55 , 0.10 , 0.17 , 0.16 , (3.82), 0.26 , (0.21), 0.00 , -   
" 4,299.00 "," 5,780.53 "," 1,025.87 "," 11,372.59 ", (0.18), (0.08), 0.98 , 1.18 , 0.97 , 1.60 , 1.35 , (0.64), 1.65 , 1.25 , 733.25 , (4.80)," 1,567.51 ", 0.38 , 13.77 , 88.93 , 1.18 , 14.21 , 0.13 , -   , (0.54), (4.38), 0.03 , (0.54), (0.25), (0.25), (9.49), (20.06), (1.10), 0.02 , -   
" 4,300.00 "," 93,274.35 "," 9,428.13 "," 82,695.76 ", (0.03), 0.01 , 0.65 , 0.84 , 0.51 , 0.67 , 0.64 , (0.01), 0.85 , 0.55 ," 1,783.11 ", 12.64 , 163.84 , (0.10), 10.85 , 1.07 , 1.32 , -   , 0.37 , 0.23 , -   , -   , 0.30 , 0.39 , 0.80 , 0.76 , 0.79 , 3.12 , 0.28 , 0.01 , -   
" 4,301.00 "," 6,766.80 ", 430.30 ," 17,982.27 ", (0.03), (0.08), 0.94 , 1.61 , 0.92 , 1.35 , 0.93 , (0.16), 1.56 , 0.82 ," 9,004.52 ", 4.77 ," 3,441.22 ", 0.29 , 19.93 , 113.53 , 1.88 , 175.52 , 0.40 , 0.00 , (0.54), -   , 0.42 , (0.54), (0.25), (0.25), (8.74), (20.06), (1.70), 0.02 , -   
" 4,302.00 "," 208,596.65 "," 107,205.69 "," 78,851.48 ", 0.16 , 0.05 , 0.95 , 1.26 , 0.67 , 1.61 , 1.21 , 0.49 , 3.69 , 1.01 ," 61,458.03 ", 2.64 ," 36,315.98 ", 0.23 , 4.03 , 5.08 , 1.00 , -   , 0.05 , 0.01 , 0.06 , 5.38 , 1.27 , 1.35 , 4.27 , 3.57 , 5.86 , 63.21 , 1.74 , 0.01 , -   
" 4,303.00 "," 3,310.98 ", 32.43 ," 8,728.69 ", 0.19 , 0.08 , 2.11 , 2.27 , 0.98 , 2.45 , 2.17 , 0.78 , 2.00 , 2.22 ," 3,648.68 ", 3.16 ," 5,237.49 ", 0.66 , 13.26 , 256.30 , 3.08 , -   , 0.03 , -   , (0.07), 1.20 , 3.56 , 0.63 , 1.31 , 1.42 , 7.61 , 11.48 , 1.60 , 0.00 , -   
" 4,304.00 "," 59,174.40 "," 20,000.10 "," 147,390.49 ", 0.01 , 0.00 , 0.51 , 0.73 , 0.68 , 0.79 , 0.49 , (0.01), 1.80 , 0.42 ," 15,867.38 ", 4.16 ," 11,925.60 ", 0.02 , 188.03 , 82.56 , 1.48 , -   , 0.19 , -   , 4.14 , 0.09 , (0.46), 0.78 , 0.49 , 0.53 , (0.35), (3.72), 0.11 , 0.01 , -   
" 4,305.00 "," 119,731.04 "," 36,330.16 "," 60,369.92 ", 0.07 , 0.04 , 1.08 , 1.34 , 0.98 , 1.97 , 1.49 , 0.18 , 1.33 , 1.41 ," 3,282.70 ", 1.37 ," 6,053.57 ", 0.52 , 3.28 , 135.37 , 0.87 , -   , 0.54 , -   , 0.19 , 0.81 , 8.58 , 0.40 , 0.58 , 0.48 , (0.72), 1.04 , 0.13 , 0.07 , -   
" 4,306.00 "," 15,965.04 "," 7,252.06 "," 33,240.25 ", 0.12 , 0.02 , 1.19 , 1.20 , 0.95 , 2.11 , 2.21 , 0.30 , 3.30 , 2.01 ," 9,226.86 ", (1.03)," 11,646.94 ", 0.44 , 25.35 , 111.64 , 1.71 , 23.06 , 0.30 , 0.38 , 2.63 , 0.40 , 6.00 , 0.18 , 0.64 , 0.63 , 0.46 , 3.38 , 1.17 , 0.03 , -   
" 4,307.00 "," 4,900.95 ", 32.43 ," 2,246.36 ", (0.02), 0.02 , 3.21 , 2.53 , 0.81 , 2.32 , 2.50 , 0.00 , 7.01 , 2.12 ," 3,273.97 ", 3.35 ," (1,152.34)", 0.27 , 10.98 , 30.29 , 0.89 , -   , -   , -   , (0.54), -   , (0.15), 1.00 , 1.84 , 1.64 , 36.47 , 24.83 , 21.53 , 0.01 , -   
" 4,308.00 "," 129,309.11 "," 16,852.83 "," 64,675.52 ", 0.18 , 0.21 , 0.13 , 0.34 , 0.19 , 0.48 , 0.25 , 0.43 , 0.67 , 0.19 , (372.88), 4.95 ," (15,430.63)", (0.31), 9.72 , 1.91 , 0.93 , -   , 0.13 , 0.48 , 1.48 , 2.25 , 4.63 , 91.00 , 104.50 , 101.35 , 158.61 , 223.84 , 44.51 , 0.01 , -   
" 4,309.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", (0.13), 0.09 , 0.44 , 0.70 , 0.35 , 0.76 , 0.57 , (0.64), 1.60 , 0.54 ," 14,831.23 ", (7.56)," 1,916.38 ", (0.13), 10.56 , 4.60 , 0.96 , -   , -   , -   , 8.47 , -   , 12.76 , 2.54 , 5.21 , 5.16 , (2.81), 0.68 , 0.88 , 0.01 , -   
" 4,311.00 "," 32,007.13 "," 51,173.77 "," 29,677.49 ", 0.03 , (0.08), 0.62 , 1.24 , 0.63 , 1.51 , 0.76 , 0.11 , 2.90 , 0.75 ," 14,298.67 ", 2.60 ," 12,504.01 ", 0.30 , 47.09 , 9.21 , 0.73 , -   , 0.09 , -   , -   , 0.10 , (0.57), (0.21), 0.18 , 0.19 , (0.30), 1.25 , 0.04 , 0.01 , -   
" 4,312.00 "," 9,261.44 "," 11,942.12 "," 8,391.89 ", (0.23), 0.00 , 1.80 , 1.76 , 0.89 , 3.02 , 3.51 , (0.40), 7.01 , 2.27 ," 22,679.62 ", 2.38 ," 36,388.12 ", 0.49 , 1.34 , 17.70 , 0.65 , -   , 0.12 , -   , -   , (0.05), (0.84), 0.26 , 0.44 , 0.44 , (2.37), (7.66), 0.10 , 0.01 , -   
" 4,313.00 "," 31,521.58 "," 24,828.89 "," 21,894.46 ", 0.13 , 0.16 , 0.34 , 0.60 , 0.19 , 0.96 , 0.75 , 0.24 , 1.04 , 0.60 , 499.64 , 5.78 , 623.44 , (0.25), 6.49 , 0.55 , 0.88 , -   , 0.26 , 0.52 , 1.50 , -   , 2.66 , 5.16 , 19.02 , 16.75 , 21.27 , 223.84 , 34.80 , 0.02 , -   
" 4,314.00 "," 8,668.06 "," 1,384.29 "," 9,317.08 ", 0.02 , 0.03 , 0.82 , 1.38 , 0.67 , 1.33 , 0.81 , 0.12 , 1.49 , 0.78 ," 3,779.14 ", 2.98 ," 3,584.65 ", 0.18 , 31.22 , 7.38 , 1.51 , -   , 0.18 , -   , -   , -   , 1.80 , 0.18 , 0.36 , 0.35 , 1.63 , 13.98 , 1.88 , 0.01 , -   
" 4,315.00 "," 288,861.05 "," 69,535.69 "," 264,706.98 ", 0.19 , 0.07 , 0.39 , 0.56 , 0.44 , 0.71 , 0.45 , 0.44 , 0.67 , 0.34 ," 3,028.17 ", 6.61 , (314.04), (0.10), 36.78 , 64.79 , 1.16 , 10.07 , 0.19 , 0.08 , -   , -   , (0.17), 1.41 , 1.92 , 2.00 , 10.10 , 17.96 , 0.58 , 0.02 , -   
" 4,316.00 "," 42,904.76 "," 43,062.36 "," 75,741.87 ", 0.15 , 0.00 , 2.00 , 2.68 , 0.85 , 2.81 , 2.42 , 0.65 , 2.20 , 3.20 ," 28,760.65 ", (3.11)," 35,138.60 ", 0.47 , 2.80 , 58.40 , 1.29 , -   , -   , -   , 0.03 , -   , 9.15 , 0.17 , 0.58 , 0.51 , 28.57 , 15.19 , 9.01 , 0.00 , -   
" 4,317.00 "," 5,335.97 ", 32.43 ," 8,468.14 ", (0.06), (0.02), 0.79 , 1.57 , 0.84 , 1.78 , 1.20 , (0.09), 4.78 , 1.13 ," 8,031.10 ", 8.27 ," 1,856.54 ", 0.25 , 4.98 , 20.37 , 1.01 , 150.44 , 0.13 , -   , -   , -   , 0.24 , 0.19 , 0.13 , 0.11 , 0.81 , (12.95), (0.53), 0.01 , -   
" 4,318.00 "," 4,350.31 "," 7,312.67 "," 10,691.19 ", 0.02 , 0.07 , 1.27 , 1.43 , 0.78 , 1.76 , 1.75 , 0.04 , 0.83 , 1.47 ," (1,806.21)", 7.74 ," 6,415.43 ", 0.28 , 2.21 , 111.09 , 1.94 , -   , 0.13 , -   , 1.67 , -   , 0.23 , 0.06 , 0.05 , 0.07 , 0.08 , 2.65 , (1.70), -   , -   
" 4,319.00 "," 36,159.33 "," 10,615.44 "," 25,675.22 ", 0.81 , 0.12 , 1.12 , 1.14 , 0.49 , 0.95 , 0.71 , 1.65 , 0.67 , 0.84 ," 1,656.75 ", 4.45 , 498.92 , (0.14), 79.19 , 11.15 , 0.77 , -   , 0.07 , -   , -   , -   , 4.72 , 52.90 , 40.07 , 41.11 , 78.03 , 147.72 , 21.38 , 0.01 , -   
" 4,320.00 "," 24,078.03 "," 7,491.97 "," 16,181.14 ", 0.02 , 0.08 , 0.37 , 0.74 , 0.32 , 1.09 , 0.57 , 0.02 , 1.85 , 0.63 , (632.47), 2.98 ," (18,243.22)", 0.02 , 19.45 , 18.17 , 1.06 , -   , 0.09 , -   , -   , -   , 0.08 , 0.23 , 0.46 , 0.44 , 3.03 , 24.55 , 0.99 , 0.00 , -   
" 4,321.00 "," 1,584.63 "," 1,218.65 "," 2,322.48 ", (0.44), 0.05 , 1.99 , 2.17 , 0.98 , 3.59 , 3.58 , (0.64), 7.01 , 3.29 ," 10,034.05 ", 2.66 ," 15,035.01 ", 0.66 , 1.03 , 128.62 , 1.04 , 42.01 , 0.13 , -   , 0.03 , (4.38), 16.76 , 2.85 , 1.61 , 1.85 , (9.49), (20.06), (1.70), 0.02 , -   
" 4,324.00 "," 6,011.51 ", 32.43 ," 13,202.03 ", 0.33 , 0.02 , 0.81 , 1.14 , 0.98 , 0.83 , 0.57 , 0.57 , 1.39 , 0.70 ," 2,449.73 ", 6.94 ," (2,846.53)", 0.25 , 10.10 , 33.31 , 1.46 , 53.06 , 0.57 , 0.02 , (0.03), 0.82 , 2.06 , 0.06 , 0.07 , 0.08 , 6.89 , 8.77 , 0.11 , 0.03 , -   
" 4,325.00 "," 15,608.02 ", 692.79 ," 4,050.12 ", 0.00 , (0.08), 0.13 , 0.34 , 0.58 , 0.48 , 0.25 , 0.03 , 0.77 , 0.19 ," (8,607.66)", 3.37 ," (18,243.22)", (0.31), 109.78 , 1.24 , 0.61 , -   , 0.31 , -   , 0.03 , 5.37 , (0.84), (0.54), 0.10 , 0.10 , 2.67 , 4.16 , 0.82 , 0.07 , -   
" 4,327.00 "," 3,282.66 "," 6,814.03 "," 5,611.75 ", (0.02), 0.09 , 3.21 , 4.22 , 0.81 , 4.61 , 3.58 , 0.25 , 3.79 , 3.44 ," 4,684.28 ", 4.44 ," 32,876.99 ", 0.66 , 1.73 , 39.01 , 2.27 , -   , 0.32 , 0.11 , 0.29 , 1.95 , 1.57 , 1.76 , 2.00 , 2.20 , (4.47), (4.32), (1.70), -   , -   
" 4,328.00 "," 21,662.29 "," 12,313.12 "," 55,224.26 ", (0.11), 0.17 , 3.21 , 2.34 , 0.88 , 2.81 , 3.58 , (0.27), 7.01 , 3.44 ," 23,649.47 ", 2.40 ," 16,051.40 ", 0.43 , 4.01 , 15.11 , 1.61 , -   , -   , -   , 1.93 , -   , 4.63 , 11.78 , 6.35 , 6.63 , 8.56 , 10.12 , 1.63 , 0.00 , -   
" 4,329.00 "," 13,125.25 ", 260.83 ," 11,043.32 ", 0.16 , 0.08 , 0.86 , 0.93 , 0.90 , 1.20 , 1.06 , 0.25 , 1.91 , 0.99 ," 1,831.96 ", 2.40 ," (5,412.40)", 0.21 , 2.51 , 5.28 , 1.48 , -   , 0.02 , -   , 0.17 , 1.60 , 4.63 , 0.42 , 1.41 , 1.59 , 8.79 , 26.67 , 1.24 , 0.03 , -   
" 4,330.00 "," 8,243.74 "," 3,578.35 "," 11,231.85 ", 0.22 , 0.06 , 3.21 , 4.22 , 0.96 , 4.61 , 3.58 , 0.25 , 7.01 , 3.44 ," 12,755.54 ", 6.98 ," 19,782.43 ", 0.66 , 0.93 , 16.28 , 1.53 , 98.85 , 0.08 , -   , (0.54), -   , 7.94 , 0.31 , 0.55 , 0.53 , 3.40 , 11.74 , 0.28 , -   , -   
" 4,332.00 "," 95,175.32 "," 16,641.59 "," 182,906.03 ", (0.00), 0.14 , 0.39 , 0.77 , 0.59 , 0.78 , 0.51 , (0.24), 1.86 , 0.54 ," 3,808.88 ", 4.57 ," (4,427.15)", (0.06), 78.98 , 62.79 , 2.74 , -   , -   , -   , -   , -   , 5.15 , 4.06 , 2.80 , 3.33 , 10.15 , 170.86 , 7.47 , -   , -   
" 4,333.00 "," 384,939.62 "," 53,984.15 "," 300,594.10 ", 0.00 , 0.03 , 0.32 , 0.63 , 0.64 , 0.73 , 0.48 , (0.06), 1.10 , 0.43 ," 12,702.76 ", 0.97 ," 7,486.77 ", (0.14), 29.57 , 10.99 , 1.25 , -   , 0.10 , -   , -   , -   , 3.40 , 0.10 , 0.14 , 0.13 , 24.14 , 12.80 , 1.00 , 0.00 , -   
" 4,334.00 "," 384,939.62 "," 160,271.28 "," 116,516.47 ", 0.26 , 0.06 , 1.12 , 1.03 , 0.68 , 1.41 , 1.41 , 0.62 , 1.35 , 1.21 ," 12,121.95 ", (12.07)," 11,130.66 ", 0.14 , 6.50 , 4.61 , 0.24 , 42.11 , 0.06 , 0.01 , 3.18 , -   , 0.68 , 0.94 , 1.78 , 1.58 , 10.26 , 57.12 , 6.87 , 0.00 , -   
" 4,337.00 "," 83,121.71 "," 62,960.09 "," 109,088.71 ", 0.24 , 0.07 , 1.19 , 1.45 , 0.84 , 1.90 , 1.59 , 0.50 , 1.51 , 1.71 ," 21,123.57 ", 2.67 ," 23,440.80 ", 0.54 , 1.21 , 4.49 , 1.09 , -   , 0.00 , 0.00 , 2.00 , (2.45), 3.94 , 0.76 , 0.72 , 0.70 , 0.81 , 2.18 , (0.32), 0.00 , -   
" 4,338.00 "," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.01 , 0.16 , 0.78 , 1.20 , 0.71 , 1.09 , 0.65 , 0.04 , 1.84 , 0.84 ," 61,458.03 ", (0.86)," 52,818.70 ", 0.16 , 13.52 , 7.40 , 0.85 , 19.07 , 0.13 , -   , 9.27 , -   , 11.66 , 0.91 , 0.84 , 0.94 , (0.70), (0.69), (1.70), 0.00 , -   
" 4,339.00 "," 22,455.33 "," 3,491.51 "," 58,874.12 ", 0.12 , 0.14 , 0.60 , 0.78 , 0.67 , 0.90 , 0.69 , 0.35 , 1.30 , 0.69 ," 21,414.80 ", 6.78 ," 9,900.46 ", (0.07), 1.82 , 65.64 , 1.20 , -   , 0.00 , -   , -   , 2.81 , 6.75 , 6.30 , 13.86 , 17.97 , 102.47 , 223.84 , 8.86 , -   , -   
" 4,340.00 "," 274,009.02 "," 44,789.41 "," 55,830.69 ", 0.15 , 0.03 , 0.47 , 0.34 , 0.63 , 0.48 , 0.57 , 0.23 , 0.67 , 0.51 ," 8,025.60 ", 1.10 ," 3,083.03 ", (0.26), 9.97 , 12.06 , 0.88 , -   , 0.29 , 0.15 , -   , 0.12 , 2.97 , 0.25 , 0.73 , 0.72 , 13.38 , 155.60 , 29.32 , 0.01 , -   
" 4,341.00 "," 15,613.09 "," 3,662.56 "," 17,478.73 ", 0.04 , 0.01 , 0.84 , 0.80 , 0.60 , 1.08 , 1.09 , 0.24 , 1.45 , 1.08 ," (1,671.61)", (7.29)," (2,124.73)", 0.02 , 6.45 , 24.74 , 0.68 , -   , 0.19 , -   , 0.12 , -   , 0.47 , 0.04 , 0.02 , 0.05 , 2.21 , 5.97 , 0.61 , 0.02 , -   
" 4,342.00 "," 2,968.44 "," 1,583.15 "," 7,675.79 ", 0.14 , 0.10 , 1.19 , 2.09 , 0.49 , 1.74 , 1.15 , 0.39 , 5.06 , 1.23 ," 1,982.17 ", 2.56 ," (18,243.22)", 0.28 , 4.95 , 8.17 , 1.82 , 22.63 , 0.14 , -   , -   , -   , (0.01), 0.82 , 0.98 , 1.10 , 3.06 , 5.71 , 0.11 , 0.00 , -   
" 4,343.00 "," 13,312.18 "," 3,970.34 "," 6,264.84 ", 0.22 , 0.08 , 1.17 , 1.70 , 0.62 , 2.41 , 1.62 , 0.70 , 1.96 , 1.39 , 631.52 , (3.67)," 2,981.33 ", 0.46 , 0.97 , 8.39 , 0.83 , -   , -   , -   , -   , 0.84 , 1.71 , 1.83 , 2.71 , 2.24 , 35.13 , 17.61 , 1.24 , 0.00 , -   
" 4,344.00 "," 31,025.58 "," 9,706.17 "," 13,504.11 ", 0.06 , 0.01 , 1.10 , 0.97 , 0.45 , 1.14 , 1.24 , 0.10 , 1.59 , 1.23 ," 3,167.47 ", (19.08), 469.95 , 0.02 , 12.13 , 2.52 , 0.37 , -   , 0.25 , 0.52 , 6.91 , -   , 0.30 , 0.50 , 0.62 , 0.62 , 1.04 , 2.80 , 0.73 , 0.03 , -   
" 4,346.00 "," 138,629.67 "," 69,325.71 "," 48,840.07 ", (0.15), 0.04 , 2.11 , 4.22 , 0.67 , 4.11 , 2.05 , (0.07), 3.16 , 1.91 ," 21,355.30 ", 2.87 ," 16,685.81 ", 0.54 , 8.46 , 9.90 , 0.54 , 111.83 , 0.31 , -   , -   , -   , 0.06 , 0.26 , 0.29 , 0.29 , (0.10), (3.31), (0.34), 0.01 , -   
" 4,347.00 "," 29,258.58 "," 16,699.97 "," 11,352.13 ", 0.09 , 0.00 , 1.02 , 1.29 , 0.61 , 1.36 , 1.11 , 0.34 , 3.48 , 1.17 ," 9,451.93 ", (4.37)," 3,814.65 ", 0.23 , 4.67 , 1.04 , 0.64 , -   , 0.17 , 0.01 , 0.07 , -   , 0.18 , 0.12 , 0.36 , 0.36 , 0.75 , 5.71 , 2.99 , 0.07 , -   
" 4,349.00 "," 25,514.36 "," 4,365.46 "," 31,107.02 ", 0.35 , 0.08 , 0.71 , 0.92 , 0.63 , 0.98 , 0.74 , 1.52 , 1.06 , 0.63 , 96.60 , 1.95 ," (4,552.20)", (0.02), 19.33 , 31.18 , 0.96 , -   , 0.32 , 0.00 , 0.09 , 5.38 , 2.04 , 0.29 , 0.43 , 0.41 , 4.98 , 21.13 , 0.47 , 0.03 , -   
" 4,350.00 "," 10,191.01 "," 8,112.19 "," 7,063.80 ", (0.05), 0.02 , 0.75 , 1.58 , 0.46 , 2.05 , 1.06 , (0.01), 1.45 , 0.91 ," 3,849.22 ", 2.07 ," 4,027.41 ", 0.29 , 4.97 , 0.55 , 0.66 , 44.87 , 0.12 , -   , 2.35 , 4.75 , 3.10 , 0.73 , 1.79 , 2.07 , (0.34), 0.31 , 0.22 , 0.02 , -   
" 4,351.00 "," 21,926.40 "," 8,405.67 "," 11,095.12 ", 0.03 , (0.01), 1.16 , 2.47 , 0.68 , 3.10 , 1.66 , 0.03 , 7.01 , 1.65 ," 8,918.83 ", (5.25)," 4,497.78 ", 0.38 , 0.99 , 2.54 , 0.24 , 43.65 , -   , -   , -   , (4.38), 1.31 , (0.54), (0.25), (0.25), 4.97 , 6.34 , 0.69 , 0.01 , -   
" 4,352.00 "," 384,939.62 "," 86,570.43 "," 207,175.93 ", 0.08 , 0.09 , 1.14 , 1.36 , 0.41 , 1.46 , 1.33 , 0.16 , 1.82 , 1.46 ," 28,761.31 ", 0.56 ," 11,647.69 ", 0.32 , 2.40 , 9.68 , 0.55 , -   , 0.44 , -   , -   , -   , 2.72 , 1.86 , 1.81 , 1.76 , 7.58 , 15.24 , 1.26 , 0.03 , -   
" 4,353.00 "," 285,691.57 "," 160,271.28 "," 90,620.88 ", 0.19 , 0.06 , 1.19 , 2.21 , 0.59 , 1.78 , 1.25 , 0.47 , 1.33 , 1.29 ," 15,867.38 ", 1.67 ," 13,102.65 ", 0.35 , 1.06 , 9.45 , 0.48 , 43.04 , 0.15 , -   , -   , -   , 1.29 , 1.89 , 3.20 , 2.86 , 157.14 , 66.12 , 2.32 , 0.03 , -   
" 4,354.00 "," 8,630.22 "," 1,513.41 "," 13,441.20 ", 0.15 , 0.04 , 1.14 , 1.11 , 0.71 , 0.98 , 1.08 , 0.32 , 2.30 , 1.11 ," 4,154.25 ", 33.50 ," 1,565.37 ", 0.01 , 2.73 , 149.46 , 1.60 , -   , -   , -   , -   , 0.17 , 0.56 , 0.68 , 0.99 , 0.93 , 38.69 , 87.87 , 44.51 , 0.00 , -   
